"NumberOfOpenCreditLinesAndLoans","log_age","log_income","log_income_person","log_income_age","UnknownIncomeDebtRatio","log_Debt","log_DebtRatio","log_HouseholdSize","log_NumberOfTimes90DaysLate","log_NumberOfTime60.89DaysPastDueNotWorse","log_NumberOfTime30.59DaysPastDueNotWorse","NumberOfTimesPastDue","NumberOfTime30.89DaysPastDueNotWorse","Extreme_RevolvingUtilization","log_RevolvingUtilizationOfUnsecuredLines","log_NumberOfOpenCreditLinesAndLoans","log_NumberOfOpenCreditLinesAndLoansPerPerson","DelinquenciesPerLine","MajorDelinquenciesPerLine","MinorDelinquenciesPerLine","RevolvingLines","RealEstateLoansPerPerson","log_NumberRealEstateLoansOrLines","DisposableIncome","SeriousDlqin2yrs","UnknownIncome","NoIncome","Income_100","Income_1000","Income_5000","ZeroDebtRatio","DTIOver33","DTIOver43","UnknownNumberOfDependents","NoDependents","Has.Dependents","NumberOfTimes90DaysLateLarge","NumberOfTimes90DaysLate96","NumberOfTimes90DaysLate98","Never90DaysLate","NumberOfTime60.89DaysPastDueNotWorseLarge","NumberOfTime60.89DaysPastDueNotWorse96","NumberOfTime60.89DaysPastDueNotWorse98","Never60.89DaysPastDueNotWorse","NumberOfTime30.59DaysPastDueNotWorseLarge","NumberOfTime30.59DaysPastDueNotWorse96","NumberOfTime30.59DaysPastDueNotWorse98","Never30.59DaysPastDueNotWorse","NeverPastDue","Never30.89DaysPastDueNotWorse","ZeroRevolvingUtilization","Weird0999Utilization","FullUtilization","ExcessUtilization","AnyOpenCreditLinesOrLoans","HasRevolvingLines","HasRealEstateLoans","HasMultipleRealEstateLoans","EligibleSS"
-0.670966359172292,-1.71496519068392,0.2974190230773,0.420814277508935,0.434482514332968,-0.165378977283713,0.346211701777841,-0.0394240767733717,-0.748337225262868,-0.128638193164121,-0.0986825061099302,-0.218092450924824,-0.363531408109097,-0.361515186032905,-0.0229239981267579,0.800977842304653,-0.458819344455718,0.0899495833607374,-0.262226079018789,-0.134642279885738,-0.297387835849038,-0.510848274859415,-0.77309049806886,-0.57382009439116,0.0135971719795823,"0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","1","0","0","0"
-0.282311277920023,0.0587336251547867,0.567498898230419,0.379258548202626,0.557109070155345,-0.165378977283713,0.811086756479963,0.28696910355727,1.33222113011716,-0.128638193164121,-0.0986825061099302,-0.218092450924824,-0.363531408109097,-0.361515186032905,-0.0229239981267579,-1.2186976383335,0.0225899157170632,-0.830654771678827,-0.262226079018789,-0.134642279885738,-0.297387835849038,-0.510848274859415,-0.0588107166751439,1.15585268583956,0.0207959707247344,"0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","1","1","0","0"
0.883653965836784,-0.286174052220662,0.751219189960303,0.568243204395692,0.767220874729336,-0.165378977283713,0.833641656444037,-0.061510612268329,1.33222113011716,-0.128638193164121,-0.0986825061099302,-0.218092450924824,-0.363531408109097,-0.361515186032905,-0.0229239981267579,-1.55962019541931,0.90828322084486,-0.0829048146093265,-0.262226079018789,-0.134642279885738,-0.297387835849038,0.748163624470428,-0.0588107166751439,1.15585268583956,0.0518605533983864,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","1","1","0","0"
0.106343803332246,-0.753347805585505,0.778167108435128,0.595963294866543,0.832093476350174,-0.165378977283713,0.940814982449611,0.0891486103261302,1.33222113011716,7.47830318722247,-0.0986825061099302,4.8060244192867,5.99265360370632,4.30229421902296,-0.0229239981267579,1.03169504901748,0.382159234732399,-0.527087000193378,2.45230164669977,1.71451784728299,2.30119668096353,0.118657674805507,-0.415950607372002,-0.57382009439116,0.0503058124826836,"1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0"
-0.476638818546157,1.39213818308279,-1.91372897556675,-1.85369247610601,-2.00845151029152,-0.165378977283713,0.195972379368464,4.39015505595974,-0.748337225262868,-0.128638193164121,-0.0986825061099302,-0.218092450924824,-0.363531408109097,-0.361515186032905,-0.0229239981267579,-1.19317930125441,-0.197961905960616,0.310179472540974,-0.262226079018789,-0.134642279885738,-0.297387835849038,-0.510848274859415,0.298329174021714,-0.57382009439116,0.00417695767707584,"0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","1","1","0","1"
-0.282311277920023,0.817704770232552,0.725284870595522,0.541565756942253,0.650860258116273,-0.165378977283713,0.695889483507706,-0.273738326491195,1.33222113011716,-0.128638193164121,-0.0986825061099302,-0.218092450924824,-0.363531408109097,-0.361515186032905,-0.0229239981267579,0.70900923173704,0.0225899157170632,-0.830654771678827,-0.262226079018789,-0.134642279885738,-0.297387835849038,-0.301012958304441,-0.415950607372002,-0.57382009439116,0.0531642581796643,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","1","1","0","1"
0.30067134395838,1.47896486330962,-1.91372897556675,-1.85369247610601,-2.01562391011163,0.860765574597347,-1.71986144665748,0.668350040907459,-0.748337225262868,-0.128638193164121,-0.0986825061099302,-0.218092450924824,-0.363531408109097,-0.361515186032905,-0.0229239981267579,-0.545226630278838,0.532904295910678,0.92721605609509,-0.262226079018789,-0.134642279885738,-0.297387835849038,0.118657674805507,1.36974884611229,1.15585268583956,0.00417695767707584,"0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","1","1","0","1"
-0.282311277920023,0.187312525010587,0.653071775462281,0.786657987535333,0.631247251704657,-0.165378977283713,0.582751992037939,-0.339329585249996,-0.748337225262868,-0.128638193164121,-0.0986825061099302,-0.218092450924824,-0.363531408109097,-0.361515186032905,-0.0229239981267579,0.0270319463486548,0.0225899157170632,0.496381190716194,-0.262226079018789,-0.134642279885738,-0.297387835849038,-0.0911776417494672,-0.77309049806886,-0.57382009439116,0.0431562747114048,"0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","1","0","0","0"
-0.282311277920023,-0.511605924056047,0.374162333040043,0.180382071586906,0.412483532187914,-0.165378977283713,0.596443719657453,0.282821287529446,1.33222113011716,-0.128638193164121,-0.0986825061099302,-0.218092450924824,-0.363531408109097,-0.361515186032905,-0.0229239981267579,0.191687588282753,0.0225899157170632,-0.830654771678827,-0.262226079018789,-0.134642279885738,-0.297387835849038,-0.301012958304441,-0.415950607372002,-0.57382009439116,0.0126270442753211,"0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","1","1","0","0"
-1.2539489810507,-2.32440038140356,-0.272294016628645,-0.165223453673381,-0.0801842918286805,-0.165378977283713,-0.760613254724864,-0.973101007966713,-0.748337225262868,-0.128638193164121,-0.0986825061099302,-0.218092450924824,-0.363531408109097,-0.361515186032905,-0.0229239981267579,0.76299157690009,-1.76980668702003,-1.01685648985405,-0.262226079018789,-0.134642279885738,-0.297387835849038,-1.14035422452434,-0.77309049806886,-0.57382009439116,0.00587439790152987,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","1","0","0","0"
0.30067134395838,-0.511605924056047,0.74770279742608,0.884000589066364,0.782189567152831,-0.165378977283713,0.943347714102172,0.159118976129592,-0.748337225262868,-0.128638193164121,-0.0986825061099302,-0.218092450924824,-0.363531408109097,-0.361515186032905,-0.0229239981267579,0.13516535823,0.532904295910678,0.92721605609509,-0.262226079018789,-0.134642279885738,-0.297387835849038,0.118657674805507,1.36974884611229,1.15585268583956,0.042431832779364,"0","0","0","1","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","1","1","0","0"
-0.282311277920023,-0.924802784346153,0.348944786711006,0.154441935752414,0.421265491816175,-0.165378977283713,0.536482119818669,0.220183335405706,1.33222113011716,-0.128638193164121,-0.0986825061099302,-0.218092450924824,-0.363531408109097,-0.361515186032905,-0.0229239981267579,-1.04097176616715,0.0225899157170632,-0.830654771678827,-0.262226079018789,-0.134642279885738,-0.297387835849038,-0.301012958304441,-0.415950607372002,-0.57382009439116,0.0127577247015715,"1","0","0","1","1","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","1","1","0","0"
-0.865293899798426,-0.837976104119322,0.2974190230773,0.420814277508935,0.363187045001198,-0.165378977283713,0.268660733718677,-0.190078887187418,-0.748337225262868,-0.128638193164121,-0.0986825061099302,-0.218092450924824,-0.363531408109097,-0.361515186032905,-0.0229239981267579,1.05224812059061,-0.778083046653631,-0.179590017119694,-0.262226079018789,-0.134642279885738,-0.297387835849038,-0.720683591414389,-0.77309049806886,-0.57382009439116,0.0145299204730853,"0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","1","0","0","1","1","0","0","0"
-0.476638818546157,-1.49923619719638,0.623153148127785,0.755882064814226,0.739385486030923,-0.165378977283713,0.304702752844605,-0.81559850598908,-0.748337225262868,-0.128638193164121,-0.0986825061099302,-0.218092450924824,-0.363531408109097,-0.361515186032905,-0.0229239981267579,-0.424721792996076,-0.197961905960616,0.310179472540974,-0.262226079018789,-0.134642279885738,-0.297387835849038,-0.301012958304441,-0.77309049806886,-0.57382009439116,0.0436795717005793,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","1","0","0","0"
0.106343803332246,0.488655119690134,0.287760158080217,0.410878645121779,0.244916476545669,-0.165378977283713,0.258711123642168,-0.188783072843567,-0.748337225262868,-0.128638193164121,-0.0986825061099302,-0.218092450924824,-0.363531408109097,-0.361515186032905,-0.0229239981267579,-0.700396772057984,0.382159234732399,0.799948962201642,-0.262226079018789,-0.134642279885738,-0.297387835849038,0.118657674805507,0.298329174021714,-0.57382009439116,0.0141752279685216,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","1","1","0","0"
1.07798150646292,-0.00745941397462443,0.474375476173252,0.401338384679709,0.470372968275711,-0.165378977283713,1.05012427018506,0.950182149911874,0.564348945188091,-0.128638193164121,-0.0986825061099302,-0.218092450924824,-0.363531408109097,-0.361515186032905,-0.0229239981267579,0.51745007795976,1.01431355608346,0.496381190716193,-0.262226079018789,-0.134642279885738,-0.297387835849038,0.748163624470428,0.834039010067001,2.16764640079264,-0.0110116684665702,"1","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","1","1","1","0"
2.63260183147199,0.488655119690134,0.637661604131204,0.770806249529377,0.591226150012029,-0.165378977283713,0.361950979618931,-0.735364688566139,-0.748337225262868,-0.128638193164121,-0.0986825061099302,-0.218092450924824,-0.363531408109097,-0.361515186032905,-0.0229239981267579,-0.632481196715296,1.66099343141357,1.87960961914809,-0.262226079018789,-0.134642279885738,-0.297387835849038,2.84651679002017,0.298329174021714,-0.57382009439116,0.0452075564642036,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","1","1","0","0"
1.66096412834132,1.06914953010987,0.2974190230773,0.219311379744123,0.206657882955551,-0.165378977283713,-0.271367842320674,-1.23916834122631,0.564348945188091,-0.128638193164121,-0.0986825061099302,-0.218092450924824,-0.363531408109097,-0.361515186032905,-0.0229239981267579,-0.873013305420718,1.29210320140073,0.730906160203654,-0.262226079018789,-0.134642279885738,-0.297387835849038,2.00717552380027,-0.77309049806886,-0.57382009439116,0.0172408912411509,"0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","1","0","0","1"
-1.44827652167683,-2.4608535822948,0.384317052245071,0.510202303249016,0.580656957861657,-0.165378977283713,-0.574065290097199,-2.01275768553847,-0.748337225262868,-0.128638193164121,-0.0986825061099302,-0.218092450924824,-0.363531408109097,-0.361515186032905,-0.0229239981267579,0.599125996827586,-2.76153032738642,-1.8541229625884,-0.262226079018789,-0.134642279885738,-0.297387835849038,-1.35018954107931,-0.77309049806886,-0.57382009439116,0.0225120426073292,"0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","1","0","0","0"
1.27230904708905,0.488655119690134,0.520244388874813,0.65002453376223,0.475014233960545,-0.165378977283713,0.697678439401449,0.167557903517641,-0.748337225262868,-0.128638193164121,-0.0986825061099302,2.95177236791194,1.45252145240959,1.97038951649503,-0.0229239981267579,0.518536014548705,1.11302543660369,1.41698554575576,0.203121531104392,-0.134642279885738,0.482187519194734,1.37766957413535,0.298329174021714,-0.57382009439116,0.021101033658099,"0","0","0","1","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0"
-0.0879837372938886,-1.94558347045466,0.444034962762113,0.571631384823872,0.598247555812255,-0.165378977283713,0.292979944644936,-0.455902600142354,-0.748337225262868,-0.128638193164121,-0.0986825061099302,-0.218092450924824,0.544495022150249,0.804437165231061,-0.0229239981267579,0.851742074155578,0.213640593712764,0.657676455614657,0.174037305471693,-0.134642279885738,0.433464059504499,0.118657674805507,-0.77309049806886,-0.57382009439116,0.0235387133998733,"0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
-1.44827652167683,-2.4608535822948,-0.0428348625738393,0.0708106769666666,0.15788979924891,-0.165378977283713,0.103797908958549,0.216190192705609,-0.748337225262868,-0.128638193164121,-0.0986825061099302,-0.218092450924824,-0.363531408109097,-0.361515186032905,-0.0229239981267579,1.05224812059061,-2.76153032738642,-1.8541229625884,-0.262226079018789,-0.134642279885738,-0.297387835849038,-1.35018954107931,-0.77309049806886,-0.57382009439116,0.00633499345492874,"0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","1","0","0","1","1","0","0","0"
-0.476638818546157,0.711580325308506,-1.91372897556675,-1.85369247610601,-1.95232225789196,0.321765447977607,-1.71986144665748,0.668350040907459,-0.748337225262868,-0.128638193164121,-0.0986825061099302,-0.218092450924824,-0.363531408109097,-0.361515186032905,-0.0229239981267579,-0.367174131272204,-0.197961905960616,0.310179472540974,-0.262226079018789,-0.134642279885738,-0.297387835849038,-0.510848274859415,0.298329174021714,-0.57382009439116,0.00417695767707584,"0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","1","1","0","1"
0.106343803332246,0.430520797984374,0.588399023770829,0.720132087601328,0.547250709184496,-0.165378977283713,0.670367517768286,-0.031027722413521,-0.748337225262868,-0.128638193164121,-0.0986825061099302,-0.218092450924824,-0.363531408109097,-0.361515186032905,-0.0229239981267579,0.0937247574537464,0.382159234732399,0.799948962201642,-0.262226079018789,-0.134642279885738,-0.297387835849038,-0.0911776417494672,1.36974884611229,1.15585268583956,0.0303879274355363,"0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","1","1","0","0"
-0.282311277920023,-0.590259888124136,0.265119849863959,0.387589596187297,0.310990739066646,-0.165378977283713,0.253875982541815,-0.149832460657724,-0.748337225262868,-0.128638193164121,-0.0986825061099302,2.95177236791194,1.45252145240959,1.97038951649503,-0.0229239981267579,0.842954400386821,0.0225899157170632,0.496381190716194,0.73494737124517,-0.134642279885738,1.3731307821019,-0.0911776417494672,-0.77309049806886,-0.57382009439116,0.0132094531720979,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
0.106343803332246,0.817704770232552,0.716134213517236,0.851527431527042,0.641803533428368,-0.165378977283713,0.360046067565034,-0.906627060134297,-0.748337225262868,-0.128638193164121,-0.0986825061099302,-0.218092450924824,-0.363531408109097,-0.361515186032905,-0.0229239981267579,1.05224817773572,0.382159234732399,0.799948962201642,-0.262226079018789,-0.134642279885738,-0.297387835849038,0.118657674805507,0.298329174021714,-0.57382009439116,0.0597881317562911,"0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","1","0","0","0","1","1","1","0","1"
0.106343803332246,-0.00745941397462443,0.430246409664769,0.355944833517226,0.426696890953351,-0.165378977283713,0.680761477372341,0.326865866669766,0.564348945188091,-0.128638193164121,-0.0986825061099302,4.8060244192867,2.36054788266894,3.13634186775899,-0.0229239981267579,0.980388902727272,0.382159234732399,-0.0373175105327094,0.901142946289163,-0.134642279885738,1.65155055176039,0.118657674805507,-0.237380662023573,-0.57382009439116,0.0136094956509667,"0","0","0","1","1","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0"
-1.44827652167683,1.3478641683559,0.384317052245071,0.308699405484204,0.269661219437926,-0.165378977283713,0.18189519064652,-0.544186940940288,0.564348945188091,-0.128638193164121,-0.0986825061099302,-0.218092450924824,0.544495022150249,0.804437165231061,-0.0229239981267579,1.05224812059061,-2.76153032738642,-2.69138943532275,3.22788099690507,-0.134642279885738,5.54942732697925,-1.56002485763428,-0.237380662023573,-0.57382009439116,0.0202426598950264,"0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1"
-1.44827652167683,-2.19329968644985,0.038466760379923,0.154441935752414,0.216830213669527,-0.165378977283713,-1.00491312988459,-2.11125589291322,-0.748337225262868,-0.128638193164121,-0.0986825061099302,-0.218092450924824,-0.363531408109097,-0.361515186032905,-0.0229239981267579,0.474167711608895,-2.76153032738642,-1.8541229625884,-0.262226079018789,-0.134642279885738,-0.297387835849038,-1.35018954107931,-0.77309049806886,-0.57382009439116,0.00957929509251655,"0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","1","0","0","0"
0.30067134395838,0.123641280979091,0.392509199128407,0.518629189836517,0.378587719840404,-0.165378977283713,0.748970417388211,0.539952226458278,-0.748337225262868,-0.128638193164121,-0.0986825061099302,-0.218092450924824,-0.363531408109097,-0.361515186032905,-0.0229239981267579,0.372727179579399,0.532904295910678,0.92721605609509,-0.262226079018789,-0.134642279885738,-0.297387835849038,0.118657674805507,1.36974884611229,1.15585268583956,0.00783745912229258,"0","0","0","1","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","1","1","0","0"
1.07798150646292,-0.670809309710405,0.53033865043097,0.660408038663899,0.580068717336393,-0.165378977283713,0.774896958417949,0.296012703497446,-0.748337225262868,-0.128638193164121,-0.0986825061099302,-0.218092450924824,0.544495022150249,0.804437165231061,-0.0229239981267579,0.864512503792933,1.01431355608346,1.33364766345055,-0.0129327164527992,-0.134642279885738,0.120241818638697,1.16783425758038,0.298329174021714,-0.57382009439116,0.0184986800643025,"0","0","0","1","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0"
-0.282311277920023,1.60511716469678,-1.91372897556675,-1.85369247610601,-2.02604902734681,-0.127983038804082,-1.71986144665748,0.668350040907459,-0.748337225262868,-0.128638193164121,-0.0986825061099302,-0.218092450924824,-0.363531408109097,-0.361515186032905,-0.0229239981267579,-0.444210836440048,0.0225899157170632,0.496381190716194,-0.262226079018789,-0.134642279885738,-0.297387835849038,-0.0911776417494672,-0.77309049806886,-0.57382009439116,0.00417695767707584,"0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1","1","0","0","1"
